ID_GAND_CT	ID_GAND	referent	EN_source_sentence	referent_embedding	sentence_source	OPUS_DE_translation	DE_gender	OPUS_ES_translation	ES_gender	DE_contrastive_TR	DE_contrastive_gender	ES_contrastive_TR	ES_contrastive_gender
804	1643	vegetarian	So if you're a long time vegetarian or vegan, we're thrilled to bring you some fresh takes on plant-based eats.	female_embedding_list	C4	Also, wenn Sie eine lange Zeit vegetarisch oder vegan sind, sind wir begeistert, Ihnen ein paar frische Takes auf pflanzliches Essen zu bringen.	neutral	Así que si eres vegetariano o vegano desde hace mucho tiempo, estamos encantados de traerte algunas tomas frescas de las comidas a base de plantas.	masculine	Also, wenn Sie eine lange Zeit vegetarisch oder vegan sind, sind wir begeistert, Ihnen ein paar frische Takes auf pflanzliches Essen zu bringen.	neutral	Así que si eres vegetariana o vegana desde hace mucho tiempo, estamos encantados de traerte algunas tomas frescas de las comidas a base de plantas.	feminine
805	3920	student	I can' t believe you brought my student in here.	female_embedding_list	OpenSubtitles	Ich kann nicht glauben, dass du meinen Schüler hergebracht hast.	masculine	No puedo creer que hayas traído a mi estudiante aquí.	neutral	Ich kann nicht glauben, dass du meine Schülerin hergebracht hast.	feminine	No puedo creer que hayas traído a mi estudiante aquí.	neutral
806	2059	entrepreneur	As an entrepreneur, you may feel like you’re being pulled from all directions when it comes to staying on top of your business.	LLM_male_list	C4	Als Unternehmer können Sie das Gefühl haben, aus allen Richtungen gezogen zu werden, wenn es darum geht, oben auf Ihrem Geschäft zu bleiben.	masculine	Como empresario, usted puede sentir que usted está siendo sacado de todas las direcciones cuando se trata de mantenerse en la cima de su negocio.	masculine	Als Unternehmerin können Sie das Gefühl haben, aus allen Richtungen gezogen zu werden, wenn es darum geht, oben auf Ihrem Geschäft zu bleiben.	feminine	Como empresaria, usted puede sentir que usted está siendo sacada de todas las direcciones cuando se trata de mantenerse en la cima de su negocio.	feminine
807	2463	wanderer	I’m so glad this poem survived to open up to us the world of the mead-hall, and to enable us to meet the exiled wanderer, journeying alone through the icy mist.	LLM_neutral_list	C4	Ich bin so froh, dass dieses Gedicht überlebt hat, um uns die Welt der Met-Halle zu öffnen und uns zu ermöglichen, den verbannten Wanderer zu treffen, der allein durch den eisigen Nebel reist.	masculine	Me alegro de que este poema haya sobrevivido para abrirnos el mundo del mead-hall, y para permitirnos conocer al vagabundo exiliado, viajando solo a través de la helada niebla.	masculine	Ich bin so froh, dass dieses Gedicht überlebt hat, um uns die Welt der Met-Halle zu öffnen und uns zu ermöglichen, die verbannte Wanderin zu treffen, die allein durch den eisigen Nebel reist.	feminine	Me alegro de que este poema haya sobrevivido para abrirnos el mundo del mead-hall, y para permitirnos conocer a la vagabunda exiliada, viajando sola a través de la helada niebla.	feminine
808	803	coordinator	Here at Taylor Rental of Wallingford we have an onsite event coordinator that can help plan, organize and brainstorm many ways and ideas to make your special day is exactly how you wanted it.	female_embedding_list	C4	Hier bei Taylor Rental of Wallingford haben wir einen Vor-Ort-Veranstaltungskoordinator, der helfen kann, viele Wege und Ideen zu planen, zu organisieren und zu hirnbeben, um Ihren besonderen Tag zu machen, ist genau, wie Sie es wollten.	masculine	Aquí en Taylor Rental de Wallingford tenemos un coordinador de eventos in situ que puede ayudar a planificar, organizar e intercambiar ideas de muchas maneras e ideas para que tu día especial sea exactamente como lo querías.	masculine	Hier bei Taylor Rental of Wallingford haben wir eine Vor-Ort-Veranstaltungskoordinatorin, die helfen kann, viele Wege und Ideen zu planen, zu organisieren und zu hirnbeben, um Ihren besonderen Tag zu machen, ist genau, wie Sie es wollten.	feminine	Aquí en Taylor Rental de Wallingford tenemos una coordinadora de eventos in situ que puede ayudar a planificar, organizar e intercambiar ideas de muchas maneras e ideas para que tu día especial sea exactamente como lo querías.	feminine
809	4766	farmer	And in further news... we have evidence linking a farmer... who has admitted breaking waste and feeding laws... to the farm that started the bovine epidemic.	male_embedding_list	OpenSubtitles	Und in weiteren Nachrichten haben wir Beweise, die einen Farmer verbinden, der zugegeben hat, dass er Abfall- und Fütterungsgesetze gebrochen hat, mit der Farm, die die Rinderepidemie ausgelöst hat.	masculine	Y en otras noticias... tenemos pruebas que vinculan a un granjero... que ha admitido romper las leyes de basura y alimentación... con la granja que inició la epidemia bovina.	masculine	Und in weiteren Nachrichten haben wir Beweise, die eine Farmerin verbinden, die zugegeben hat, dass sie Abfall- und Fütterungsgesetze gebrochen hat, mit der Farm, die die Rinderepidemie ausgelöst hat.	feminine	Y en otras noticias... tenemos pruebas que vinculan a una granjera... que ha admitido romper las leyes de basura y alimentación... con la granja que inició la epidemia bovina.	feminine
810	1559	caregiver	You could have a mobility issue, you could have reasons pertaining to physical or mental health, or you are a caregiver/parent and unable to afford or secure adequate and predictable childcare or elder care.	LLM_female_list	C4	Sie könnten ein Mobilitätsproblem haben, Sie könnten Gründe in Bezug auf körperliche oder geistige Gesundheit haben, oder Sie sind Pfleger/Eltern und nicht in der Lage, angemessene und vorhersehbare Kinderbetreuung oder Altenbetreuung zu leisten oder zu sichern.	masculine	Usted podría tener un problema de movilidad, podría tener razones relacionadas con la salud física o mental, o usted es un cuidador/padre y no puede pagar o asegurar cuidado adecuado y predecible de niños o ancianos.	masculine	Sie könnten ein Mobilitätsproblem haben, Sie könnten Gründe in Bezug auf körperliche oder geistige Gesundheit haben, oder Sie sind Pflegerin/Eltern und nicht in der Lage, angemessene und vorhersehbare Kinderbetreuung oder Altenbetreuung zu leisten oder zu sichern.	feminine	Usted podría tener un problema de movilidad, podría tener razones relacionadas con la salud física o mental, o usted es una cuidadora/madre y no puede pagar o asegurar cuidado adecuado y predecible de niños o ancianos.	feminine
811	4515	virgin	I was a virgin this morning... but I don' t think I am now.	female_embedding_list	OpenSubtitles	Ich war heute Morgen Jungfrau, aber ich glaube nicht, dass ich es jetzt bin.	neutral	Yo era virgen esta mañana... pero no creo que lo sea ahora.	neutral	Ich war heute Morgen Jungfrau, aber ich glaube nicht, dass ich es jetzt bin.	neutral	Yo era virgen esta mañana... pero no creo que lo sea ahora.	neutral
812	3619	musician	So, you' ve been a musician for how many years?	male_embedding_list	OpenSubtitles	Du bist also seit wie vielen Jahren Musiker?	masculine	Así que, ¿cuántos años has sido músico?	masculine	Du bist also seit wie vielen Jahren Musikerin?	feminine	Así que, ¿cuántos años has sido música?	feminine
813	3675	decorator	As a matter of fact, we brought a decorator in from Chicago...... just last year to refurbish this part of the hotel.	LLM_female_list	OpenSubtitles	Wir haben einen Dekorateur aus Chicago mitgebracht... erst letztes Jahr, um diesen Teil des Hotels zu renovieren.	masculine	De hecho, trajimos a un decorador de Chicago el año pasado para remodelar esta parte del hotel.	masculine	Wir haben eine Dekorateurin aus Chicago mitgebracht... erst letztes Jahr, um diesen Teil des Hotels zu renovieren.	feminine	De hecho, trajimos a una decoradora de Chicago el año pasado para remodelar esta parte del hotel.	feminine
814	1428	electrician	I'll keep you contact info if in case I need an electrician in the future.	LLM_male_list	C4	Ich behalte Sie Kontaktinformationen, falls ich in Zukunft einen Elektriker brauche.	masculine	Te mantendré en contacto si en caso de que necesite un electricista en el futuro.	masculine	Ich behalte Sie Kontaktinformationen, falls ich in Zukunft eine Elektrikerin brauche.	feminine	Te mantendré en contacto si en caso de que necesite una electricista en el futuro.	feminine
815	3677	decorator	You are a painter and decorator by trade, but your attempts to secure employment... since your wife' s departure have been unsuccessful.	LLM_female_list	OpenSubtitles	Sie sind Malerin und Dekorateurin, aber Ihre Versuche, Arbeit zu sichern, seit die Abreise Ihrer Frau erfolglos war.	feminine	Eres pintor y decorador de oficio, pero tus intentos de conseguir empleo... desde la partida de tu esposa han sido infructuosos.	masculine	Sie sind Maler und Dekorateur, aber Ihre Versuche, Arbeit zu sichern, seit die Abreise Ihrer Frau erfolglos war.	masculine	Eres pintora y decoradora de oficio, pero tus intentos de conseguir empleo... desde la partida de tu esposa han sido infructuosos.	feminine
816	2952	driver	Headed back to the station normal day, normal life... driver of a semi fell asleep at the wheel.	male_embedding_list	OpenSubtitles	Auf dem Rückweg zum normalen Tag, normales Leben... Ein Fahrer eines Halbkörpers schlief am Steuer ein.	masculine	Volvió a la estación el día normal, la vida normal... el conductor de un semi se durmió al volante.	masculine	Auf dem Rückweg zum normalen Tag, normales Leben... Eine Fahrerin eines Halbkörpers schlief am Steuer ein.	feminine	Volvió a la estación el día normal, la vida normal... la conductora de un semi se durmió al volante.	feminine
817	4295	author	It' s the author of the book we found in Kay' s bag.	female_embedding_list	OpenSubtitles	Es ist der Autor des Buches, das wir in Kays Tasche gefunden haben.	masculine	Es el autor del libro que encontramos en la bolsa de Kay.	masculine	Es ist die Autorin des Buches, das wir in Kays Tasche gefunden haben.	feminine	Es la autora del libro que encontramos en la bolsa de Kay.	feminine
818	1101	hairdresser	My hairdresser told me my hair had become much thicker.	female_embedding_list	C4	Mein Friseur sagte mir, mein Haar sei viel dicker geworden.	masculine	Mi peluquero me dijo que mi cabello se había vuelto mucho más grueso.	masculine	Meine Friseurin sagte mir, mein Haar sei viel dicker geworden.	feminine	Mi peluquera me dijo que mi cabello se había vuelto mucho más grueso.	feminine
819	4629	patient	Don' t tell me you fell for your own patient	LLM_neutral_list	OpenSubtitles	Sag mir nicht, dass du auf deinen eigenen Patienten reingefallen bist.	masculine	No me digas que te enamoraste de tu propio paciente.	masculine	Sag mir nicht, dass du auf deine eigene Patientin reingefallen bist.	feminine	No me digas que te enamoraste de tu propia paciente.	feminine
820	3658	nurse	The nurse called and said you' d be coming home.	female_embedding_list	OpenSubtitles	Die Krankenschwester rief an und sagte, du kommst nach Hause.	feminine	La enfermera llamó y dijo que vendrías a casa.	feminine	Der Krankenpfleger rief an und sagte, du kommst nach Hause.	masculine	El enfermero llamó y dijo que vendrías a casa.	masculine
821	4618	minister	The health minister' s turn, was it?	male_embedding_list	OpenSubtitles	Der Gesundheitsminister ist dran, oder?	masculine	El turno del ministro de Sanidad, ¿no?	masculine	Die Gesundheitsministerin ist dran, oder?	feminine	El turno de la ministra de Sanidad, ¿no?	feminine
822	2439	judge	Are you seeking to reverse the decision of a family court judge by participating in the appeals process?	LLM_male_list	C4	Wollen Sie die Entscheidung eines Familiengerichtsrichters rückgängig machen, indem Sie an dem Berufungsverfahren teilnehmen?	masculine	¿Está tratando de revocar la decisión de un juez de familia participando en el proceso de apelación?	masculine	Wollen Sie die Entscheidung einer Familiengerichtsrichterin rückgängig machen, indem Sie an dem Berufungsverfahren teilnehmen?	feminine	¿Está tratando de revocar la decisión de una jueza de familia participando en el proceso de apelación?	feminine
823	2178	analyst	One analyst asked whether Spirit’s calculation has changed now that the industry appears to be loosening restrictions tied to basic economy tickets.	male_embedding_list	C4	Ein Analyst fragte, ob sich die Berechnung von Spirit-s nun geändert hat, da die Branche scheinbar Beschränkungen lockert, die an Basis-Economy-Tickets gebunden sind.	masculine	Un analista preguntó si el cálculo de Spirit ha cambiado ahora que la industria parece estar aflojando las restricciones vinculadas a los boletos económicos básicos.	masculine	Eine Analystin fragte, ob sich die Berechnung von Spirit-s nun geändert hat, da die Branche scheinbar Beschränkungen lockert, die an Basis-Economy-Tickets gebunden sind.	feminine	Una analista preguntó si el cálculo de Spirit ha cambiado ahora que la industria parece estar aflojando las restricciones vinculadas a los boletos económicos básicos.	feminine
